Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef50_A0FG87	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	76	Influenza A virus (A/goose/Yunnan/4833/2005(H5N1); Influenza A virus (A/duck/Hunan/5180/2005(H5N1); Influenza A virus (A/goose/Shantou/7775/2006(H5N1); Influenza A virus (A/turkey/Ontario/6213/66(H5N?); Influenza A virus (A/ck/Washington/13413/84(H5N2); Influenza A virus (A/duck/Guiyang/2453/2006(H5N1); Influenza A virus (A/Indonesia/177H/2005(H5N1); Influenza A virus (A/Thailand/Kamphaengphet-Nontaburi/04(H5N1); Influenza A virus (A/mute swan/Croatia/1/2005(H5N1); Influenza A virus (A/chicken/Viet Nam/CT-018/2004(H5N1)	264	0.5
UniRef50_A0N166	Cluster: Nonstructural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza B virus (B/Taiwan/69/2004); Influenza B virus (B/Taiwan/54/2004); Influenza B virus (B/Taiwan/39/2004); Influenza B virus (B/Taiwan/165/2005)	221	0.5
UniRef50_A0PBX7	Cluster: Non-structural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/duck/Hokkaido/18/00(H10N4); Influenza A virus (A/duck/Vietnam/OIE-4225/2010(H6N2); Influenza A virus (A/duck/Vietnam/OIE-4217/2010(H6N2)	117	0.5
UniRef50_A0PBX8	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/seal/Massachusetts/1/1980(H7N7); Influenza A virus (A/Chicken/Italy/5945/95(H3N2)	132	0.5
UniRef50_A0S740	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	28	Influenza A virus (A/chicken/Korea/S21/2004(H9N2); Influenza A virus (A/mallard duck/Korea/VI147540/2014(H11N9); Influenza A virus (A/mallard duck/Korea/VI1511090/2015(H4N6); Influenza A virus (A/duck/Korea/S23/04(H9N2); Influenza A virus (A/chicken/Korea/S1/2003(H9N2); Influenza A virus (A/chicken/Korea/S25/04(H9N2); Influenza A virus (A/chicken/Korea/S24/04(H9N2); Influenza A virus (A/duck/Korea/S72/2007(H3N2); Influenza A virus (A/duck/Korea/S71/2007(H3N2); Influenza A virus (A/shorebird/Korea/S105/2006(H6N1)	284	0.5
UniRef50_A0S749	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/chicken/Korea/S24/04(H9N2); Influenza A virus (A/parrot/CA/6032/04(H5N2); Influenza A virus (A/swine/Iowa/H02HE4/2002(H1N1); Influenza A virus (A/tufted duck/Yamaguchi/3502B007/2011(H5N1); Influenza A virus (A/chicken/Chandigarh/2048/2003(H9N2); Influenza A virus (A/common pochard/Shimane/5502B024/2011(H5N1); Influenza A virus; Influenza A virus (A/swine/Germany/2/1981(H1N1); Influenza A virus (A/swine/Henan/5/2004(H9N2)	315	0.5
UniRef50_A4D7Z8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	4063	Influenza A virus (A/ostrich/South Africa/KK98/98(H6N8); Influenza A virus (A/duck/Korea/A50/2009(H6N2); Influenza A virus (A/chicken/California/6028/2004(H6N2); Influenza A virus (A/chicken/California/9420/2001(H6N2); Influenza A virus (A/chicken/California/650/2000(H6N2); Influenza A virus (A/chicken/California/9174/2001(H6N2); Influenza A virus (A/chicken/California/8892/2001(H6N2); Influenza A virus (A/chicken/California/1316/2001(H6N2); Influenza A virus (A/chicken/California/1255/2002(H6N2); Influenza A virus (A/chicken/California/7211/2004(H6N2)	453	0.5
UniRef50_A4GBY6	Cluster: Protein PB1-F2	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	1912	Influenza A virus (strain A/Brazil/11/1978 H1N1); Influenza A virus (strain A/USSR/90/1977 H1N1); Influenza A virus (strain A/India/6263/1980 H1N1); Influenza A virus (strain A/Chile/1/1983 H1N1); Influenza A virus (strain A/USA:Texas/UR06-0195/2007 H1N1); Influenza A virus (strain A/USA:Memphis/10/1996 H1N1); Influenza A virus (strain A/USA:Albany/12/1951 H1N1); Influenza A virus (strain A/Malaysia:Malaya/302/1954 H1N1); Influenza A virus (strain A/Gull/Minnesota/945/1980 H13N6); Influenza A virus (A/Memphis/7/1980(H1N1)	57	0.5
UniRef50_A4PIR4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/duck/Hokkaido/69/2000(H5N3); Influenza A virus (A/duck/Hokkaido/447/2000(H5N3); Influenza A virus (A/duck/Hokkaido/101/2004(H5N3); Influenza A virus (A/duck/Mongolia/596/2001(H5N3)	179	0.5
UniRef50_A4PIS6	Cluster: Nonstructural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swan/Hokkaido/4/1996(H5N3)	133	0.5
UniRef50_A4Z3N1	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/mallard/Ohio/184/1986(mixed); Influenza A virus (A/equine/Avesta/1/1993(H3N8); Influenza A virus (A/mallard/Finland/10944/2009(H4N8)	147	0.5
UniRef50_A4Z3N5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/mallard/Ohio/656/2002(mixed); Influenza A virus (A/swine/Guangdong/811/2006(H3N2); Influenza A virus (A/swine/Shandong/106/2007(H3N2); Influenza A virus (A/swine/Hong Kong/2106/98(H9N2); Influenza A virus (A/swine/Hong Kong/3297/98(H9N2); Influenza A virus	167	0.5
UniRef50_A5H307	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Taiwan/00979/02)	215	0.5
UniRef50_A5H382	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza B virus (B/Taiwan/01742/00); Influenza B virus (B/Taiwan/00076/03); Influenza B virus (B/Taiwan/70513/05); Influenza B virus (B/Taiwan/02112/01); Influenza B virus (B/Taiwan/00937/03); Influenza B virus (B/Taiwan/70555/2005)	342	0.5
UniRef50_A5H3H4	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza B virus (B/Taiwan/71207/04); Influenza B virus (B/Taiwan/70122/05); Influenza B virus (B/Taiwan/90584/05); Influenza B virus (B/Taiwan/00013/01); Influenza B virus (B/Taiwan/01026/05); Influenza B virus (B/Taiwan/70131/05); Influenza B virus (B/Taiwan/00979/02); Influenza B virus (B/Taiwan/70125/04); Influenza B virus (B/Taiwan/71891/04); Influenza B virus (B/Taiwan/71718/04)	249	0.5
UniRef50_A5HTI0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	136	Influenza A virus (A/Philippines/574/2006(H1); Influenza A virus (A/swine/Illinois/A01240868/2012(H1N2); Influenza A virus (A/swine/Illinois/A01240743/2012(H1N2); Influenza A virus (A/New Caledonia/9/2004(H1N1); Influenza A virus (A/New Caledonia/09/2004(H1N1); Influenza A virus (A/Thailand/371/2006(H1); Influenza A virus (A/Singapore/41/2006(H1N1); Influenza A virus (A/Vietnam/HN554/2007(H1N1); Influenza A virus (A/Philippines/1392/2006(H1N1); Influenza A virus (A/Perth/07/2006(H1N1)	394	0.5
UniRef50_A5HU67	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Busan/01/2007(H1N1)	51	0.5
UniRef50_A6NAX9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/lake ice/Lake Park/Siberia/5.6b/2002(H1); Influenza A virus (A/lake ice/Lake Park/Siberia/20.9/2002(H1); Influenza A virus (A/lake ice/Lake Park/Siberia/17.1/2002(H1); Influenza A virus (A/lake ice/Lake Park/Siberia/18.4/2002(H1)	153	0.5
UniRef50_A6NAY0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/lake ice/Lake Park/Siberia/21.5/2002(H1)	149	0.5
UniRef50_A6NBA6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	69	Influenza A virus (A/Berlin/185/99(H3N2); Influenza A virus (A/Finland/684/99(H3N2); Influenza A virus (A/Guangdong/SZ233/1997(H3N2); Influenza A virus (A/Taiwan/0275/2000 (H3N2); Influenza A virus (A/Taiwan/0379/2000(H3N2); Influenza A virus (A/Taiwan/0646/2000 (H3N2); Influenza A virus (A/Korea/AF2706/2010(H3N2); Influenza A virus (A/Korea/AF2710/2011(H3N2); Influenza A virus (A/Korea/AF2709/2011(H3N2); Influenza A virus	282	0.5
UniRef50_A6NBK5	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Rheinland-Pfalz/17/04(H3N2); Influenza A virus	415	0.5
UniRef50_A8B015	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	10	Influenza A virus (A/duck/Turkey/49/2006(H7N1); Influenza A virus (A/Viet Nam/DN-33/2004(H5N1); Influenza A virus; Influenza A virus (A/swine/Italy/77048/2004(H1N1); Influenza A virus (A/swine/Italy/9212/1999(H1N1); Influenza A virus (A/swine/Italy/10169/2001(H1N1); Influenza A virus (A/swine/Italy/112147/2004(H1N1); Influenza A virus (A/swine/Italy/258654/2004(H1N1); Influenza A virus (A/swine/Italy/256764/2008(H1N1); Influenza A virus (A/swine/Italy/80114/2008(H1N1)	204	0.5
UniRef50_A8BJW3	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	164	Influenza A virus (A/chicken/Shantou/22054/2005(H9N2); Influenza A virus (A/chicken/Guangxi/4745/2005(H9N2); Influenza A virus (A/chicken/Fujian/10954/2005(H9N2); Influenza A virus (A/Chicken/Hong Kong/879.1/01 (H5N1); Influenza A virus (A/Goose/Hong Kong/76.1/01 (H5N1); Influenza A virus (A/duck/Hokkaido/W299/2006(H9N2); Influenza A virus (A/canine/Beijing/511/2010(H3N2); Influenza A virus; Influenza A virus (A/duck/Vietnam/HU1-16/2014(H11N7); Influenza A virus (A/chicken/Vietnam/DT171/2004(H5N1)	414	0.5
UniRef50_A8BKC4	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	53	Influenza A virus (A/chicken/Fujian/3080/2005(H9N2); Influenza A virus (A/chicken/Hunan/5700/2005(H9N2); Influenza A virus (A/chicken/Guangxi/4745/2005(H9N2); Influenza A virus (A/chicken/Guangxi/1032/2005(H9N2); Influenza A virus (A/chicken/Guangxi/1428/2005(H9N2); Influenza A virus (A/partridge/Shantou/2063/2000(H9N2); Influenza A virus (A/partridge/Shantou/1800/2000(H9N2); Influenza A virus (A/quail/Shantou/687/2005(H6N1); Influenza A virus (A/chicken/Shantou/6781/2005(H9N2); Influenza A virus (A/Guinea fowl/Shantou/8955/2005(H9N2)	483	0.5
UniRef50_A8BLR9	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	130	Influenza A virus (A/partridge/Shantou/354/2002(H9N2); Influenza A virus (A/chukkar/Shantou/352/2002(H6N1); Influenza A virus (A/chukkar/Shantou/1712/2002(H6N1); Influenza A virus (A/quail/Shantou/5234/2001(H6N1); Influenza A virus (A/chukkar/Shantou/467/2002(H6N1); Influenza A virus (A/quail/Shantou/384/2002(H9N2); Influenza A virus (A/quail/Shantou/396/2002(H9N2); Influenza A virus (A/chukkar/Shantou/338/2002(H9N2); Influenza A virus (A/chukkar/Shantou/823/2002(H6N1); Influenza A virus (A/partridge/Shantou/1403/2002(H6N1)	414	0.5
UniRef50_A8BRE8	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	43	Influenza A virus (A/duck/Shantou/3549/2001(H9N2); Influenza A virus (A/Viet Nam/3046/2004(H5N1); Influenza A virus (A/swine/Hong Kong/312/00(H3N2); Influenza A virus (A/chicken/Shantou/2098/2000(H9N2); Influenza A virus (A/chicken/Hong Kong/3123.1/2002(H5N1); Influenza A virus (A/chicken/Hebei/LC/2008(H9N2); Influenza A virus (A/chicken/Beijing/1/2006(H9N2); Influenza A virus (A/chicken/Beijing/20/2006(H9N2); Influenza A virus (A/duck/Vietnam/NCVD-3628/2013(H5N1); Influenza A virus (A/quail/Shantou/365/2002(H9N2)	382	0.5
UniRef50_A8BS59	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	59	Influenza A virus (A/duck/Shantou/3460/2003(H9N2); Influenza A virus (A/duck/Shantou/3549/2001(H9N2); Influenza A virus (A/duck/Shantou/5401/2001(H9N2); Influenza A virus (A/duck/Shantou/5753/2001(H9N2); Influenza A virus (A/chicken/Shantou/69/2003(H9N2); Influenza A virus (A/chicken/Shantou/1890/2001(H9N2); Influenza A virus (A/duck/Shantou/5459/2001(H9N2); Influenza A virus (A/chicken/Shantou/2204/2002(H9N2); Influenza A virus (A/silky chicken/Shantou/2619/2001(H9N2); Influenza A virus (A/chicken/Shantou/944/2003(H9N2)	483	0.5
UniRef50_A8BSU0	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	32	Influenza A virus (A/duck/Shantou/163/2004(H9N2); Influenza A virus (A/Sydney/DD3-33/2010(mixed); Influenza A virus (A/chicken/Guangxi/521/2005(H9N2); Influenza A virus (A/Luxembourg/101/2008(H1N1); Influenza A virus (A/duck/Shantou/7488/2004(H9N2); Influenza A virus (A/Luxembourg/090/2008(H1N1); Influenza A virus (A/Luxembourg/373/2008(H1N1); Influenza A virus (A/quail/Shantou/4203/2002(H9N2); Influenza A virus (A/quail/Shantou/4700/2002(H9N2); Influenza A virus (A/quail/Shantou/3851/2002(H9N2)	414	0.5
UniRef50_A8C0E9	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	61	Influenza A virus (A/partridge/Shantou/7936/2004(H9N2); Influenza A virus (A/chicken/Yunnan/1147/2003(H9N2); Influenza A virus (A/chukkar/Shantou/6282/2004(H6N1); Influenza A virus (A/chicken/Yunnan/3727/2004(H9N2); Influenza A virus (A/chicken/Yunnan/3511/2004(H9N2); Influenza A virus (A/partridge/Shantou/1651/2004(H9N2); Influenza A virus (A/chukkar/Shantou/107/2004(H9N2); Influenza A virus (A/partridge/Shantou/4093/2003(H9N2); Influenza A virus (A/pheasant/Shantou/443/2003(H9N2); Influenza A virus (A/quail/Shantou/1978/2003(H9N2)	483	0.5
UniRef50_A8DX55	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	21	Influenza A virus (A/chicken/Navapur/India/7972/2006(H5N1); Influenza A virus (A/chicken/Jalgaon/12419/2006(H5N1); Influenza A virus (A/duck/Vietnam/R7-05-0158/2013(H5N1); Influenza A virus (A/Ck/Indonesia/5/2004(H5N1); Influenza A virus (A/migratory duck/Jiangxi/1701/2005(H5N1); Influenza A virus (A/duck/Shantou/515/2004(H9N2); Influenza A virus (A/Ck/YN/115/2004(H5N1); Influenza A virus (A/quail/Vietnam/177/2004(H5N1); Influenza A virus (A/duck/Vietnam/258/2004(H5N1); Influenza A virus (A/chicken/Vietnam/398/2005(H5N1)	365	0.5
UniRef50_A8W0M3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Korea/GC0503/2005(H1N1)	125	0.5
UniRef50_A9X9Q0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	38	Influenza A virus (A/Duck/South Africa/1108/04(H5N?); Influenza A virus (A/ck/Korea/a196219/96); Influenza A virus; Influenza A virus (A/chicken/Egypt/Alex-2/2017(H5N8); Influenza A virus (A/chicken/El-Qalubia/CLEVB-AMH5/2014(H5N1); Influenza A virus (A/chicken/El-Giza/CLEVB-AMH10/2014(H5N1); Influenza A virus (A/chicken/El-Qalubia/CLEVB-AMH4/2014(H5N1); Influenza A virus (A/chicken/El-Qalubia/CLEVB-AMH7/2014(H5N1); Influenza A virus (A/pigeon/Egypt/HASH7/2015(H5N1); Influenza A virus (A/pigeon/Egypt/HASHM4/2016(H5N1)	102	0.5
UniRef50_A9YYG2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	27	Influenza A virus (A/Tehran/25/2006(H3N2); Influenza A virus (A/Tehran/14/2006(H3N2); Influenza A virus (A/Tehran/9/2006(H3N2); Influenza A virus (A/Shiraz/3/2005(H3N2); Influenza A virus (A/Shiraz/9/2005(H3N2); Influenza A virus (A/Shiraz/13/2006(H3N2); Influenza A virus (A/Shiraz/54/2006(H3N2); Influenza A virus (A/Shiraz/29/2006(H3N2); Influenza A virus (A/Tehran/27/2006(H3N2); Influenza A virus (A/Shiraz/02/2006(H3N2)	98	0.5
UniRef50_A9YYG6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	18	Influenza A virus (A/Tehran/30/2006(H1N1); Influenza A virus (A/Tehran/7/2006(H1N1); Influenza A virus (A/Tehran/12a/2008(H1N1); Influenza A virus (A/Habana/1057/1992(H1N1); Influenza A virus (A/Tehran/39/2008(H1N1); Influenza A virus (A/Shiraz/7/2005(H1N1); Influenza A virus (A/Shiraz/19/2005(H1N1); Influenza A virus (A/Tehran/2a/2008(H1N1); Influenza A virus (A/Tehran/36/2008(H1N1); Influenza A virus (A/Tehran/38/2008(H1N1)	177	0.5
UniRef50_B0JDD7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	17	Influenza A virus (A/greylag goose/France/06310/2006(H5N1); Influenza A virus (A/golden mountain thrush/Fujian/376/04(H5N1); Influenza A virus (A/curlew/Shandong/61/04(H5N1); Influenza A virus; Influenza A virus (A/Pondicherry/PIM7/2012(H1N1); Influenza A virus (A/slaty-backed gull/Shandong/59/04(H5N1); Heyndrickxia shackletonii	293	0.5
UniRef50_B0LMZ4	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/duck/Korea/LPM23/2005(H3N2); Influenza A virus	445	0.5
UniRef50_B0LN00	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/duck/Korea/LPM56/2005(H3N2); Influenza A virus (A/chicken/Korea/LPM44/2005(H3N2); Influenza A virus (A/duck/Korea/LPM66/2006(H3N2); Influenza A virus (A/duck/Korea/LPM01/2004(H3N2); Influenza A virus (A/chicken/Korea/LPM17/2004(H3N2); Influenza A virus (A/duck/Korea/LPM22/2005(H3N2); Influenza A virus (A/chicken/Korea/LPM88/2006(H3N2); Influenza A virus (A/chicken/Iran/RZ28/2008(H9N2); Influenza A virus (A/duck/Korea/LPM09/2004(H3N2)	446	0.5
UniRef50_B0Z8R2	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/aquatic bird/Korea/CN-1/2004(H3N6); Influenza A virus (A/duck/Western Australia/8069/1984(H4N6)	210	0.5
UniRef50_B2KUI3	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/shorebird/Korea/S331/2006(H10N9)	210	0.5
UniRef50_B2KUK8	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus (A/shorebird/Korea/S46/2006(H4N6); Influenza A virus (A/swine/Cotes d'Armor/016007/2005(H1N1); Influenza A virus (A/goose/Taiwan/TNO5/2015(H5N8); Influenza A virus (A/duck/IT/701/2005(H10N7); Influenza A virus (A/ostrich/HeNan/14/2002(H5N1); Influenza A virus (A/Palestine/01/2013(H1N1)	162	0.5
UniRef50_B2KWG2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/shorebird/Korea/S285/2006(H10N4); Influenza A virus (A/Hong Kong/301/78(H7N1); Influenza A virus (A/teal/Tynda/6114/2008(H10N6)	222	0.5
UniRef50_B2KX85	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/shorebird/Korea/S83/2006(H5N3); Influenza A virus (A/mallard/Sweden/105050/2009(H2N3); Influenza A virus (A/Dublin/12/2009(H1N1); Influenza A virus (A/Dublin/11/2009(H1N1); Influenza A virus	264	0.5
UniRef50_B2KZE8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/shorebird/Korea/S303/2006(H11N4)	154	0.5
UniRef50_B2RFT7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/mallard/Germany/Wv1317-21/03(H2N3)	23	0.5
UniRef50_B3EUR5	Cluster: Protein PB1-F2	UniProtKB Reviewed (Swiss-Prot)	1	Influenza A virus (strain A/Swine/Wisconsin/1/1961 H1N1)	11	0.5
UniRef50_B3GSS6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	16	Influenza A virus (A/Alexandroupolis/130/2006(H3N2); Influenza A virus (A/India/P063078/2006(H3N2); Influenza A virus (A/swine/Hong Kong/1462/2003(H1N2); Influenza A virus (A/swine/Hong Kong/NS984/2003(H1N2); Influenza A virus (A/swine/Hong Kong/NS977/2003(H1N2); Influenza A virus (A/swine/Hong Kong/NS978/2003(H1N2); Influenza A virus (A/swine/Hong Kong/281/2004(H1N2); Influenza A virus (A/swine/Hong Kong/1755/2003(H1N2); Influenza A virus (A/swine/Hong Kong/1760/2003(H1N2); Influenza A virus (A/swine/Hong Kong/NS1196/2003(H1N2)	356	0.5
UniRef50_B3W4A4	Cluster: Truncated hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Sparti/96/2000(H3N2)	19	0.5
UniRef50_B3W4A5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	29	Influenza A virus (A/Athens/172/2000(H3N2); Influenza A virus (A/RiodeJaneiro/580/01(H3N2); Influenza A virus (A/RiodeJaneiro/565/01(H3N2); Influenza A virus (A/RioGdoSul/523/01(H3N2); Influenza A virus (A/RiodeJaneiro/172/00(H3N2); Influenza A virus (A/Oslo/910/1999(H3N2); Influenza A virus (A/Oslo/283/98(H3N2); Influenza A virus (A/Kinmen/618/03(H3N2); Influenza A virus (A/Nagasaki/N02/2005(H3N2); Influenza A virus (A/Oviedo/RR605/00(H3N2)	211	0.5
UniRef50_B3W4A9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Athens/112/1996(H3N2)	144	0.5
UniRef50_B3W4B2	Cluster: Truncated neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Athens/2435/1981(H3N2)	33	0.5
UniRef50_B4UQ16	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	25	Influenza A virus (A/mallard duck/Minnesota/Sg-00121/2007(H1N1); Influenza A virus (A/chicken/Ayutthaya/Thailand/CU-23/04(H5N1); Influenza A virus (A/common teal/Mongolia/2273/2011(H6N6); Influenza A virus; Influenza A virus (A/chicken/Pakistan/NARC-28842/2011(H4N6); Influenza A virus (A/Khaki Campbell duck/Karachi/NARC-23963/2010(H4N6); Influenza A virus (A/wild bird/Korea/5-77/2005(H7N8); Influenza A virus (A/mallard/Korea/KU683/2008(H5N2); Influenza A virus (A/wild bird/Korea/AG63/2006(H5N2); Influenza A virus (A/chicken/Jiangxi/23241/2013(mixed)	715	0.5
UniRef50_B4YQC3	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	31	Influenza A virus (A/Madrid/RR1966/2005(H3N2); Influenza A virus (A/Madrid/RR1975/2005(H3N2); Influenza A virus (A/Madrid/RR1949/2005(H3N2); Influenza A virus (A/India/D0815953/2008(H3N2); Influenza A virus (A/India/C0817294/2008(H3N2); Influenza A virus (A/swine/Pingtung/199-2/2002(H3N2); Influenza A virus (A/swine/Bavaria/81033/2013(H1N2); Influenza A virus (A/mallard/Sweden/79259/2008(H11N2); Influenza A virus (A/India/C091337/2008(H3N2); Influenza A virus	251	0.5
UniRef50_B5UBE5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Leiden/22251/2008)	164	0.5
UniRef50_B6EB79	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	166	Influenza A virus (A/chicken/Egypt/F6/2007(H5N1); Influenza A virus (A/swine/Buleleng/20/2006(H5N1); Influenza A virus (A/turkey/Egypt/F2/2006(H5N1); Influenza A virus (A/eagle owl/Germany/R1166/06(H5N1); Influenza A virus (A/Madrid/RC13/2009(H1N1); Influenza A virus (A/quail/Thailand/CU-J1835/2009(H7N1); Influenza A virus; Influenza A virus (A/swine/Italy/219851-3/2005(H1N1); Influenza A virus (A/swine/Italy/90315/2004(H1N1); Influenza A virus (A/swine/Italy/204931/2005(H1N1)	191	0.5
UniRef50_B9A990	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	17	Influenza A virus (A/duck/Hokkaido/143/2004(H4N2); Influenza A virus (A/duck/Vietnam/OIE-2584/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2593/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2581/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2582/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2592/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2595/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2587/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2576/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2583/2009(H9N2)	187	0.5
